工作站順序,工單1,工單2,工單3,工單4,工單5,工單6
23,5,9,73,72,124,173
17,10,10,72,72,133,123
7,13,40,39,39,9,28
9,22,31,35,35,18,8
0,144,144,5,5,54,67
10,37,35,38,39,7,6
11,41,36,36,37,8,8
17,10,5,72,72,145,122
21,9,6,73,73,172,159
7,36,12,39,37,37,26
9,38,28,39,35,26,37
20,5,10,73,72,131,102
21,5,8,73,73,135,117
22,6,8,73,72,157,146
23,10,6,73,72,109,157
20,8,6,73,72,112,168
21,10,9,73,72,125,114
22,9,6,73,73,142,128
20,7,10,73,73,160,102
21,7,8,72,72,170,137
22,10,6,72,73,170,137
20,6,10,72,73,129,147
21,8,6,73,73,146,168
22,10,8,72,73,119,102
23,8,9,72,73,156,168
1,72,72,7,8,56,52
4,160,120,13,23,20,20
17,10,9,73,72,120,107
18,9,9,72,72,164,127
20,10,6,73,73,119,110
21,7,8,72,73,162,163
22,6,8,72,72,124,138
23,10,9,72,72,140,144
20,6,9,73,73,157,115
21,5,8,72,73,168,158
22,5,5,72,73,111,105
23,5,10,72,72,154,129
20,6,8,73,72,142,112
21,10,9,72,72,121,148
22,10,10,72,73,135,119
23,5,8,72,73,154,133
20,5,7,72,72,122,131
21,10,6,72,72,120,125
22,7,10,73,73,165,155
23,8,8,73,73,160,109
20,5,9,72,73,145,150
21,5,7,73,72,134,105
13,6,9,145,146,14,14
14,3,5,146,144,14,14
15,3,5,146,144,14,14
18,9,9,72,72,103,166
5,35,26,38,35,20,37
6,37,30,38,36,31,31
8,13,29,38,39,39,11
20,7,8,73,73,127,140
21,9,9,73,73,152,161
22,5,6,73,72,158,158
23,7,6,73,73,152,120
20,5,8,73,73,162,116
21,7,9,73,73,159,122
22,5,10,72,73,100,173
23,7,7,72,73,167,118
20,5,6,73,72,136,109
21,9,5,72,73,132,150
22,7,5,73,72,112,134
23,8,6,72,73,143,103
13,4,6,146,145,14,14
14,7,7,144,146,14,14
15,7,7,145,144,14,14
17,9,7,73,72,126,106
18,5,6,72,72,171,100
20,6,9,72,73,171,141
21,6,5,73,72,100,134
22,10,6,73,72,116,123
23,5,9,72,72,102,171
17,8,8,72,72,163,133
7,40,36,40,35,32,28
9,25,20,39,35,11,34
0,144,145,4,4,61,49
10,40,39,39,39,18,8
11,41,38,36,41,10,11
1,73,73,8,8,54,51
4,215,149,15,16,20,22
20,5,10,72,72,147,170
21,8,5,73,73,110,129
22,10,9,72,72,142,107
23,8,7,73,72,134,134
6,15,32,36,36,32,30
8,39,30,39,39,17,39
17,8,6,73,72,100,141
18,9,9,72,73,130,123
1,73,72,8,5,52,58
4,148,212,12,14,23,20
17,9,9,73,73,108,107
18,5,9,72,72,127,130
