工作站順序,工單1,工單2,工單3,工單4,工單5,工單6
86,3,3,40,41,32,29
87,7,8,47,46,22,27
18,10,27,24,22,22,20
28,60,58,17,16,35,13
30,60,46,22,28,28,23
42,60,7,29,42,113,102
81,1,9,41,47,38,37
88,12,12,5,6,24,18
90,12,10,8,9,11,19
91,12,12,1,1,19,14
93,12,12,8,7,14,16
56,10,35,47,38,127,108
65,8,5,50,41,20,23
66,8,3,42,49,32,40
67,8,3,45,48,28,28
75,5,1,49,47,40,34
80,5,7,49,49,40,22
83,3,4,41,50,34,30
84,3,5,44,49,39,39
86,3,7,41,47,29,20
87,7,5,50,47,36,27
52,13,22,33,31,135,130
53,8,12,47,47,106,134
65,7,3,46,48,38,22
66,7,1,44,48,38,30
67,7,8,42,43,40,25
18,10,27,6,24,24,26
21,10,28,14,6,30,21
75,5,3,43,43,38,31
80,5,7,45,40,23,21
83,3,8,44,45,29,24
84,3,7,45,42,35,28
88,12,11,3,4,29,15
90,12,13,6,9,25,27
91,12,10,6,6,24,14
93,12,12,5,3,16,17
70,5,1,45,41,30,32
71,3,1,47,47,34,21
72,3,8,49,40,40,20
73,2,8,43,50,32,36
75,7,7,46,45,33,29
81,1,6,44,48,34,25
57,12,36,35,45,107,132
65,7,9,50,49,20,26
66,7,2,44,50,35,24
67,7,9,40,48,31,33
81,1,2,42,45,25,40
81,1,2,42,43,39,20
88,12,12,6,2,14,26
90,12,13,1,4,14,13
91,12,12,3,2,30,13
93,12,11,8,3,12,23
70,5,2,40,42,27,28
71,3,5,46,42,33,27
72,3,1,44,40,27,21
73,2,8,46,44,39,20
70,5,4,48,49,35,29
71,3,4,40,45,31,26
72,3,9,41,47,31,32
73,3,8,50,46,20,24
7,64,68,119,116,9,4
8,64,83,153,150,2,8
9,64,79,91,121,2,4
10,64,65,106,160,6,3
2,228,127,21,14,36,47
5,228,198,20,12,36,30
6,228,134,18,16,37,39
12,228,65,108,171,6,5
15,228,228,22,22,22,22
57,20,11,45,29,132,120
56,10,23,47,23,109,132
65,8,1,50,42,31,21
66,8,8,50,40,30,34
67,8,5,42,44,38,36
75,5,3,48,42,39,20
80,5,8,44,46,36,35
83,3,1,48,48,31,40
84,3,6,45,49,35,40
21,14,10,22,21,29,22
18,10,20,19,16,29,28
20,21,19,13,30,23,27
21,10,12,28,28,22,27
22,21,23,23,14,26,23
25,21,13,23,30,22,27
2,86,178,18,16,38,44
5,86,160,16,20,43,40
6,86,194,19,21,41,49
11,88,82,104,104,7,5
12,86,63,149,177,2,2
1,150,200,15,21,47,39
3,150,184,15,14,47,49
49,71,35,46,32,133,110
70,5,9,50,47,33,34
71,5,4,48,46,26,40
72,5,5,45,40,20,34
73,5,7,40,49,28,37
17,23,26,21,11,20,28
18,9,16,8,5,27,26
20,18,12,17,21,26,26
21,9,20,28,27,21,26
22,18,25,16,27,30,28
25,18,14,11,16,21,26
70,5,6,42,46,20,32
71,3,3,44,47,21,24
72,3,3,50,47,35,36
73,2,7,49,40,28,26
70,5,1,42,40,33,27
71,5,1,47,41,32,31
72,5,4,50,41,39,35
73,5,2,49,41,27,37
7,64,94,186,137,8,5
8,64,90,142,106,8,7
9,64,81,156,140,9,3
10,64,87,163,160,4,7
70,5,9,43,45,36,21
71,5,7,49,46,32,23
72,5,6,44,43,40,20
73,5,9,48,47,37,32
2,228,189,12,16,41,43
5,228,122,18,17,34,43
6,228,173,20,14,42,49
12,228,66,133,109,3,3
15,228,228,22,22,22,22
18,10,30,24,25,21,20
20,21,26,11,21,29,25
21,10,7,22,6,23,26
22,21,9,25,27,20,30
25,21,19,14,7,23,20
21,14,23,9,26,27,29
11,85,82,179,184,4,2
17,18,7,22,9,30,30
20,21,9,28,25,24,26
21,9,9,21,15,25,26
22,21,23,18,29,26,30
28,60,45,18,20,48,44
30,60,43,19,16,14,12
42,60,32,39,47,117,100
1,156,142,14,13,43,41
3,156,177,17,12,36,35
49,76,30,31,20,101,112
70,5,6,44,45,36,33
71,5,6,50,46,25,39
72,5,5,49,46,32,20
73,5,8,48,45,33,20
7,64,67,171,102,7,9
8,64,76,195,149,2,2
9,64,74,126,93,6,6
10,64,81,125,175,1,9
70,5,1,45,49,29,23
71,5,5,49,41,24,23
72,5,8,43,44,30,26
73,5,4,49,47,26,36
83,5,6,48,49,28,25
84,5,2,49,45,33,35
7,65,65,179,121,9,5
8,65,74,132,183,5,8
9,65,84,124,142,2,1
10,65,63,127,123,4,7
70,5,6,41,47,33,21
71,5,3,47,48,23,28
72,5,9,47,41,23,22
73,5,2,40,43,38,31
88,10,11,8,6,11,23
90,11,13,4,9,13,29
91,10,10,9,8,13,13
93,10,11,2,3,23,26
70,5,2,42,50,24,24
71,3,7,46,42,23,21
72,3,9,40,43,25,21
73,2,4,44,47,34,23
2,210,175,19,12,44,47
5,210,158,14,21,38,48
6,210,163,12,17,41,47
12,210,78,97,92,9,8
68,1,3,48,46,29,35
60,1,7,41,49,30,35
61,1,9,46,42,28,35
62,1,8,48,44,27,27
63,1,7,46,50,23,35
64,1,5,47,43,38,36
18,9,22,11,26,25,29
20,18,29,18,27,26,28
21,10,28,26,30,24,26
22,18,25,30,27,30,25
25,18,20,18,17,21,27
70,5,3,43,46,30,36
71,3,5,40,45,34,36
72,3,6,42,41,37,31
73,2,5,47,45,23,31
2,210,178,15,21,37,34
5,210,180,19,19,37,35
6,210,197,20,13,35,44
12,210,87,121,94,3,3
11,115,91,121,113,3,5
13,119,84,105,129,7,2
11,115,67,197,189,2,5
13,119,83,127,116,8,3
32,35,10,24,30,114,124
34,35,15,24,48,120,109
65,7,1,42,48,37,35
66,7,2,43,46,21,23
67,7,6,44,45,30,24
83,3,9,41,45,20,33
84,3,4,42,46,27,37
18,9,19,17,29,29,22
20,18,12,25,11,25,24
21,9,6,7,11,30,22
22,18,18,22,30,30,21
25,18,5,18,9,27,23
70,5,2,47,49,34,34
71,3,2,40,48,23,32
72,3,2,40,42,20,23
73,2,2,40,48,33,20
83,1,4,50,43,27,32
84,1,7,46,50,31,26
86,1,8,46,50,27,31
87,1,9,46,46,23,33
19,1,28,16,25,20,25
52,1,36,47,40,125,107
53,1,11,40,50,104,130
57,11,34,34,30,119,127
58,11,9,24,37,104,121
88,12,10,6,8,14,15
90,12,11,2,4,22,30
91,12,10,9,6,12,20
93,12,12,7,8,28,11
70,5,7,48,48,25,39
71,3,1,50,41,31,28
72,3,1,46,44,34,26
73,2,8,44,46,23,26
7,65,92,190,120,7,9
8,65,77,96,184,3,2
9,65,93,130,156,3,1
10,65,71,152,142,3,3
70,5,8,41,48,35,37
71,5,8,42,45,31,22
72,5,6,40,42,34,38
73,5,8,46,47,27,31
0,162,171,19,12,46,44
32,41,16,44,50,116,105
34,41,32,36,44,102,100
91,10,11,8,1,21,30
93,10,10,2,8,25,12
55,11,39,32,24,130,134
65,8,1,45,47,39,36
66,8,3,49,45,23,36
67,8,8,44,41,30,25
75,8,8,48,48,38,35
80,7,8,42,43,21,27
83,3,6,47,50,36,40
84,3,5,40,41,38,25
52,10,4,48,29,108,127
54,10,26,28,42,112,121
84,3,7,49,48,23,27
86,3,7,40,40,35,40
88,12,13,3,5,22,29
90,12,12,1,9,26,19
91,12,12,1,6,13,20
93,12,10,8,1,22,19
70,5,3,42,43,24,34
71,3,1,49,44,30,25
72,3,3,48,45,31,24
73,2,5,48,46,37,23
1,150,172,14,18,39,45
3,150,202,14,21,45,42
49,71,37,44,29,128,114
70,5,2,41,41,22,38
73,5,7,43,44,40,21
7,64,80,189,94,9,6
8,64,75,144,115,3,1
9,64,63,92,185,3,2
10,64,94,140,144,5,3
70,5,4,46,45,34,31
71,5,9,47,50,40,36
72,5,5,47,48,33,26
73,5,7,50,44,30,36
60,1,3,42,44,27,37
61,1,4,47,40,28,34
62,1,9,40,50,28,36
63,1,8,41,43,36,20
64,1,9,42,48,23,37
2,137,123,21,19,49,34
5,137,157,20,15,49,47
6,137,135,20,18,35,32
12,137,64,108,112,7,5
83,6,7,50,43,28,20
84,6,9,48,43,38,39
86,6,7,46,48,32,28
87,13,2,43,44,35,22
11,90,64,157,155,8,9
13,91,81,142,155,9,3
75,5,8,48,42,36,31
80,5,8,46,46,30,26
83,3,3,42,43,34,21
84,3,8,50,44,37,28
86,3,2,47,41,26,36
87,5,8,40,46,22,31
88,10,11,3,9,19,15
90,11,10,6,3,14,12
91,10,12,4,4,28,19
93,10,11,5,2,18,12
2,228,133,15,14,42,35
5,228,121,15,19,39,37
6,228,129,18,19,49,43
12,228,69,176,100,4,2
15,228,228,22,22,22,22
70,8,4,50,49,25,30
71,5,2,41,50,37,33
72,5,5,50,41,22,32
73,5,6,45,50,20,29
65,3,6,41,44,29,35
66,3,3,47,40,22,24
67,3,1,49,50,36,25
18,5,25,20,19,30,30
20,11,24,27,26,30,24
21,5,26,12,30,20,25
22,11,16,20,21,20,22
25,11,30,5,23,24,27
56,14,37,35,35,132,102
65,3,8,41,42,32,31
66,3,3,45,44,22,34
67,3,3,48,45,35,20
75,15,8,46,46,40,33
84,8,2,41,44,23,24
17,20,22,18,15,20,23
18,9,18,13,10,25,20
20,15,30,10,25,30,28
22,15,11,24,14,20,27
25,15,13,9,20,29,28
0,90,174,18,13,44,50
32,39,26,33,43,123,116
34,39,21,43,42,135,134
83,1,1,42,44,25,28
84,1,9,47,44,27,31
86,1,6,46,48,30,29
87,1,3,47,41,21,39
19,1,20,18,5,29,25
52,1,37,20,22,123,104
53,1,26,24,25,102,108
57,11,28,26,22,133,135
58,11,36,39,23,118,132
83,1,6,47,50,24,37
84,1,8,41,42,33,26
86,1,6,40,50,23,22
87,1,5,43,50,36,39
19,1,28,6,16,28,22
52,1,27,40,26,105,107
53,1,36,45,29,128,107
57,11,24,46,26,127,130
58,11,40,49,28,105,130
83,1,7,49,47,25,39
84,1,8,47,47,37,33
86,1,2,43,44,25,40
87,1,1,44,50,30,33
19,1,5,8,6,23,23
52,1,22,50,23,135,135
53,1,23,27,34,114,132
57,11,2,32,33,100,133
58,11,10,24,37,113,117
7,64,84,107,166,9,9
8,64,65,109,139,5,5
9,64,87,121,145,4,8
10,64,78,131,93,1,6
70,5,2,45,46,35,34
71,5,2,49,49,40,20
72,5,3,49,47,30,35
73,5,6,41,48,38,26
7,64,83,200,142,6,3
8,64,79,143,156,8,4
9,64,89,145,99,2,6
10,64,85,141,107,7,9
70,5,1,49,43,40,30
71,5,1,40,50,40,39
72,5,9,47,45,22,30
73,5,3,40,48,21,38
7,64,78,194,100,2,1
8,64,76,153,144,2,8
9,64,90,186,164,9,7
10,64,90,120,171,6,2
70,5,8,43,48,21,31
71,5,2,49,46,29,20
72,5,3,43,50,20,31
73,5,8,49,50,28,37
38,76,19,50,50,129,123
41,76,29,27,27,109,131
43,76,18,38,20,102,118
45,76,16,50,24,135,107
70,4,2,42,44,29,25
71,3,4,45,42,40,33
72,3,1,42,40,30,33
73,2,5,47,43,31,40
88,12,13,8,3,14,23
90,12,12,1,4,22,23
91,12,13,2,2,15,24
93,12,13,9,1,26,23
70,5,2,43,49,30,28
71,3,8,47,42,29,24
72,3,8,40,50,20,27
73,2,2,47,42,29,22
2,137,142,19,12,33,36
5,137,194,17,21,48,32
6,137,153,13,13,45,37
12,137,95,154,90,6,7
83,6,1,40,46,27,22
84,6,9,44,40,36,32
86,6,4,43,44,31,39
87,12,5,41,41,36,38
11,90,88,141,157,8,8
13,91,64,153,121,9,6
75,4,6,49,48,38,24
80,4,8,41,48,21,31
83,2,3,46,41,37,28
84,2,7,49,41,29,36
86,2,1,40,40,39,34
87,5,4,48,44,27,29
83,3,6,45,45,28,37
84,3,7,41,48,23,37
14,145,78,134,117,5,5
75,2,1,41,48,35,20
80,2,8,42,48,31,33
83,1,6,49,50,27,23
84,1,3,43,41,24,29
20,29,27,27,16,21,28
22,29,12,30,18,30,20
25,29,11,27,13,29,27
70,4,3,44,41,32,28
71,3,7,40,41,33,36
72,3,7,45,45,28,25
2,108,123,16,15,37,44
5,108,160,18,12,42,42
6,108,178,21,15,47,31
11,124,63,145,98,1,1
12,108,76,134,117,3,1
2,108,206,12,12,48,43
5,108,210,17,17,33,35
6,108,156,15,13,43,48
11,124,89,171,154,3,6
12,108,81,107,125,2,9
2,108,128,20,16,37,33
5,108,207,18,20,42,50
6,108,159,16,12,32,42
11,124,67,150,98,3,3
12,108,83,100,183,8,3
7,64,66,199,95,7,4
8,64,81,140,131,7,3
9,64,94,92,149,6,1
10,64,79,139,190,1,8
70,5,1,50,43,27,24
71,5,6,49,50,35,26
72,5,1,50,48,35,32
73,5,9,44,49,36,25
68,1,1,50,44,34,25
75,15,1,44,42,20,33
20,39,18,27,19,27,28
22,39,17,6,29,23,23
25,39,29,8,9,25,20
0,162,125,16,18,37,50
32,41,8,34,33,111,114
34,41,10,26,39,115,121
18,10,21,10,28,24,30
20,21,30,16,28,25,24
21,10,23,5,27,30,25
22,21,26,7,24,24,29
25,21,7,22,13,28,25
48,167,8,38,32,108,120
81,1,7,50,40,32,34
7,64,80,186,110,8,2
8,64,87,140,124,1,3
9,64,81,136,136,5,5
10,64,93,108,187,7,6
24,11,6,7,17,28,22
68,1,6,43,49,33,26
18,9,23,6,30,25,21
20,18,24,24,13,24,27
21,10,20,15,22,30,29
22,18,30,11,18,21,27
25,18,11,18,12,27,25
70,5,5,50,41,24,34
71,3,1,40,44,40,23
72,3,7,45,47,39,31
73,2,7,47,42,30,32
1,150,203,15,15,43,36
3,150,158,14,16,40,39
49,71,23,32,27,130,116
81,3,8,49,41,27,39
70,5,4,46,46,30,20
71,5,3,46,49,35,31
72,5,5,46,47,23,24
73,5,8,40,41,37,38
0,123,180,16,20,37,39
32,36,23,42,38,129,122
34,36,27,40,22,123,123
75,15,2,45,42,21,39
20,39,16,23,16,20,21
22,39,23,17,8,30,29
25,39,16,12,13,29,22
0,162,130,21,13,33,38
32,41,14,38,49,134,121
34,41,6,40,32,126,101
11,90,64,154,131,9,4
13,91,76,181,181,5,2
75,5,9,45,44,32,39
80,5,5,49,47,26,36
83,3,9,44,50,40,34
84,3,6,40,41,37,21
86,3,6,50,40,32,26
87,5,2,41,45,25,37
88,10,11,4,9,29,17
90,11,10,5,1,16,28
91,10,12,5,8,22,22
93,10,13,3,9,17,14
70,5,1,42,43,26,27
71,3,3,42,47,27,31
72,3,4,49,48,34,31
73,2,9,44,43,20,39
7,64,73,124,191,1,8
8,64,65,125,109,1,9
9,64,78,96,140,8,1
10,64,64,123,168,7,6
70,5,3,42,40,20,22
71,5,7,44,47,40,28
72,5,2,48,42,39,31
73,5,6,42,48,25,25
68,1,2,48,47,31,27
57,13,35,28,27,120,123
68,4,8,46,45,25,29
88,12,12,8,5,14,25
90,12,13,9,1,10,17
91,12,10,5,3,19,19
93,12,13,4,4,12,13
70,5,4,40,45,36,21
71,3,7,45,50,24,40
72,3,1,46,50,24,32
73,2,9,41,43,40,35
24,36,25,16,27,23,29
81,8,5,50,43,26,25
24,39,9,14,12,27,25
81,8,1,49,40,35,40
11,115,75,170,105,9,8
13,119,78,183,113,6,5
32,35,33,30,25,123,125
34,35,10,26,42,118,107
83,5,1,43,49,22,31
84,5,9,47,49,20,37
86,5,4,50,48,40,26
87,10,2,50,49,35,32
55,9,10,28,37,105,102
56,9,35,41,30,119,107
26,106,60,21,29,15,13
27,95,44,30,24,47,43
83,5,6,40,41,39,30
84,5,7,48,47,29,31
86,5,6,49,48,33,28
87,9,6,49,41,24,39
19,13,19,30,12,22,23
52,27,15,34,29,100,113
53,28,8,21,41,100,132
57,11,8,49,25,108,131
58,11,28,28,34,126,108
88,12,10,4,4,20,23
90,12,13,1,3,28,19
91,12,13,4,3,30,28
93,12,12,9,5,17,24
56,9,6,22,44,111,104
65,8,5,46,41,27,33
66,8,1,50,45,27,31
67,8,8,44,46,30,39
83,3,7,40,42,34,26
84,3,4,44,48,28,35
18,10,30,8,12,29,27
20,21,24,8,30,21,20
21,10,15,22,27,28,24
22,21,18,11,30,20,21
25,21,11,24,23,25,20
2,228,161,16,18,50,44
5,228,195,17,20,38,48
6,228,198,20,13,43,47
12,228,75,133,197,3,8
15,228,228,22,22,22,22
2,228,152,18,19,37,30
5,228,151,17,20,35,36
6,228,170,14,21,30,39
12,228,91,193,142,1,5
15,228,228,22,22,22,22
21,14,13,11,10,27,26
1,166,199,18,17,44,45
3,166,120,15,20,35,46
49,70,12,49,38,117,122
70,1,5,44,40,33,40
71,1,8,42,44,40,31
72,1,2,49,45,20,32
57,15,11,23,22,100,110
58,16,8,34,36,119,127
70,3,2,40,40,32,35
71,1,5,46,47,35,39
72,1,7,44,41,30,22
60,1,3,43,48,24,33
61,1,9,44,42,38,30
62,1,9,42,40,32,22
63,1,4,46,50,24,25
64,1,3,50,48,27,35
47,132,21,34,24,126,114
50,58,8,36,28,106,121
